"geometry","osm_id","osm_centroid","children","children_perc","adults","adults_perc","elderly","elderly_perc","total_pop","age_entropy_index"
"POINT(161381.29047032856 382639.3606857088)",4243042,"0101000020407100008D1BE2522AB303412E985771BD5A1741",1055,0.08672420879572544184,9735,0.80024660912453760789,1375,0.11302918207973695027,12165,0.5796237773188722
"POINT(162416.09606591056 381168.8079611349)",4609374,"0101000020407100004134BEC480D30341EB295A3BC3431741",2425,0.16340970350404312668,10530,0.70956873315363881402,1885,0.12702156334231805930,14840,0.7296145013645682
"POINT(160760.8312954514 381403.7105161775)",6313723,"010100002040710000C93A7EA6C69F0341878D91D76E471741",485,0.11901840490797546012,3000,0.73619631901840490798,590,0.14478527607361963190,4075,0.6905005176856548
"POINT(161144.093641714 381966.29113848007)",6313743,"010100002040710000193AC7BFC0AB0341AA34202A39501741",1010,0.11910377358490566038,6205,0.73172169811320754717,1265,0.14917452830188679245,8480,0.6970670146395497
"POINT(161387.55461331792 382363.4437402185)",6313760,"010100002040710000731BD96F5CB30341FAD563C66D561741",1085,0.09121479613282891971,9345,0.78562421185372005044,1465,0.12316099201345102984,11895,0.6061297808539505
"POINT(160908.36346433446 387925.9770532677)",6313936,"0101000020407100002EFD5FE862A40341DDA680E857AD1741",1410,0.15968289920724801812,5500,0.62287655719139297848,1920,0.21744054360135900340,8830,0.8370560372727791
"POINT(158015.68219669638 384109.17942496436)",6322501,"010100002040710000A38A2375FD490341882DBBB7B4711741",490,0.16252072968490878939,2145,0.71144278606965174129,380,0.12603648424543946932,3015,0.7268758435450174
"POINT(158905.25852597953 385357.5246955345)",6322535,"0101000020407100009A117611CA65034144C9491936851741",65,0.15853658536585365854,330,0.80487804878048780488,15,0.03658536585365853659,410,0.5349718678917101
"POINT(161789.09393122935 388440.4049375132)",7502256,"01010000204071000031045FC0E8BF034180F0A79E61B51741",1245,0.16745124411566913248,4970,0.66845998655010087424,1220,0.16408876933422999328,7435,0.7874050511492965
"POINT(160029.18008948278 384264.23310236697)",8338088,"01010000204071000037C1D270E98803410B63B2EE20741741",945,0.07994923857868020305,9950,0.84179357021996615905,925,0.07825719120135363790,11820,0.4972955652406327
"POINT(155510.64436923465 382638.77175282245)",11656800,"010100002040710000AB0EAB27B5FB0241345F4616BB5A1741",30,0.28571428571428571429,75,0.71428571428571428571,0,0E-20,105,0.5445684476282007
"POINT(160083.97031655608 382678.78539750545)",11951835,"010100002040710000995335C39F8A0341613E3F245B5B1741",770,0.10837438423645320197,5200,0.73187895847994370162,1135,0.15974665728360309641,7105,0.6938537956588291
"POINT(161350.04001108982 383357.28901362093)",12572778,"0101000020407100009255F15130B20341C82FF327F5651741",810,0.05625000000000000000,12200,0.84722222222222222222,1390,0.09652777777777777778,14400,0.4806265006638311
