"osm_id","osm_centroid","children","children_perc","adults","adults_perc","elderly","elderly_perc","total_pop","age_entropy_index","wijk_age_entropy_index","buurt_age_entropy_index","abs_wijk_diff","abs_buurt_diff"
3127309038,"0101000020407100007C8320481A3AF2405BC063A352951B41",0,0.0,20,1.0,0,0.0,20,-0.0,0.8123256229925735,0.6917447739975351,0.8123256229925735,0.6917447739975351
3771494822,"010100002040710000FF2D5E98F95CF440BDDD4A133DD11B41",6480,0.13824,33795,0.72096,6600,0.1408,46875,0.7149459377708053,0.6784416852192265,0.6765895992844386,0.03650425255157874,0.03835633848636666
6052835973,"01010000204071000085A22CC56E2AF540579318E4EC9C1B41",20,0.4,30,0.6,0,0.0,50,0.6126016192893441,0.8219568754382329,0.6650371506975264,0.20935525614888884,0.052435531408182356
161935983,"010100002040710000E99F23ED8783F2408882546620C71B41",240,0.192,690,0.552,320,0.256,1250,0.9044794332546068,0.8888400744960029,0.8888400744960029,0.015639358758603894,0.015639358758603894
6201460923,"010100002040710000081DDBCEE8C4F3403C88FF5325E71B41",1460,0.2336,3460,0.5536,1330,0.2128,6250,0.9068953195086447,0.8612016236515773,0.8934883927531754,0.045693695857067396,0.013406926755469284
8733283453,"010100002040710000197E47783076F24045DB8978FF921B41",0,0.0,10,1.0,0,0.0,10,-0.0,0.829675695005663,0.829675695005663,0.829675695005663,0.829675695005663
2307803,"0101000020407100008E51BC005A73F540EC02E1E6E09A1B41",3420,0.32509505703422054,6780,0.6444866920152091,320,0.030418250950570342,10520,0.686916555501952,0.7247981498172172,0.682864991660801,0.03788159431526528,0.004051563841151018
2307817,"01010000204071000050410EBA4571F5408CF2F59EEB9D1B41",3340,0.3193116634799235,6760,0.6462715105162524,360,0.03441682600382409,10460,0.6941486686896151,0.7247981498172172,0.682864991660801,0.03064948112760213,0.011283677028814165
2309839,"01010000204071000054CF80118741F54079380F39A6A11B41",3440,0.3233082706766917,6820,0.6409774436090225,380,0.03571428571428571,10640,0.7001125901932753,0.7247981498172172,0.6600674046559479,0.02468555962394192,0.04004518553732739
2310099,"010100002040710000DEBF3E08873CF540EFA4406EEEA81B41",5920,0.27586206896551724,14840,0.6915191053122087,700,0.032618825722273995,21460,0.6571898600805725,0.7247981498172172,0.6600674046559479,0.06760828973664479,0.002877544575375479
2824883,"010100002040710000B5C26AB6827AF34026AC363042B91B41",23670,0.1694951664876477,102015,0.7305048335123523,13965,0.1,139650,0.6922309467117023,0.7242055841300974,0.7199796776253389,0.031974637418395124,0.02774873091363661
2832958,"01010000204071000045FD59E49E71F3400C34625436C01B41",8840,0.15034013605442176,43810,0.7450680272108844,6150,0.10459183673469388,58800,0.6738201621160069,0.6563207832559342,0.6474270355808329,0.01749937886007269,0.026393126535174005
3556651,"0101000020407100005023195E4C1BF440FEE881E67DCA1B41",4590,0.14502369668246445,23115,0.7303317535545024,3945,0.12464454976303317,31650,0.700044602844011,0.6784416852192265,0.6329062551181129,0.0216029176247845,0.0671383477258981
3576907,"01010000204071000094913C64DEE9F340D787F7AF58CB1B41",3200,0.09019165727170236,28060,0.7908680947012401,4220,0.1189402480270575,35480,0.5969177493097962,0.6234151239526717,0.5353863819280732,0.026497374642875493,0.061531367381723046
3589372,"01010000204071000041109473AA5CF34037761C6A96B11B41",21300,0.16999880282533222,92430,0.7376990302885191,11565,0.09230216688614869,125295,0.6786573429125627,0.6601023363681972,0.6376459419018354,0.018555006544365593,0.04101140101072731
3592370,"010100002040710000886EC807F13FF3402A6709BD09871B41",8565,0.1979202772963605,28350,0.6551126516464472,6360,0.14696707105719237,43275,0.8005591569750069,0.7651398163909863,0.7368086051707771,0.03541934058402063,0.06375055180422984
4475251,"010100002040710000AACBC48E0831F34097D9216245AE1B41",15300,0.1486447099970854,73965,0.7185951617604197,13665,0.1327601282424949,102930,0.7180710260229148,0.6601023363681972,0.7060528641243113,0.05796868965471769,0.012018161898603497
4475253,"010100002040710000F7383C63ED2CF3407DD30D7C53B01B41",16365,0.15169632925472748,78090,0.7238598442714127,13425,0.12444382647385985,107880,0.7093763545061401,0.6601023363681972,0.7060528641243113,0.049274018137942965,0.0033234903818287753
4475256,"010100002040710000409D3C64F130F340A620ABD1CEB01B41",13845,0.15000812611734113,67110,0.7271249796847067,11340,0.12286689419795221,92295,0.7044232216018859,0.6601023363681972,0.7060528641243113,0.04432088523368871,0.0016296425224254785
6315497,"0101000020407100001B15E7C466FAF2405D5D78A2369C1B41",1525,0.15844155844155844,6260,0.6503896103896104,1840,0.19116883116883118,9625,0.8082947275911796,0.7707508939289656,0.7707508939289656,0.03754383366221403,0.03754383366221403
6315507,"010100002040710000C7FD65F25065F3406427EE606E9E1B41",2025,0.18706697459584296,7725,0.7136258660508084,1075,0.09930715935334873,10825,0.7133605680241936,0.6645189751814458,0.6645189751814458,0.048841592842747805,0.048841592842747805
6315557,"01010000204071000059B4054F73C3F240D0881527DFBC1B41",1740,0.1657142857142857,5990,0.5704761904761905,2770,0.2638095238095238,10500,0.8825701619102919,0.8284369469718015,0.8124752760454664,0.05413321493849044,0.07009488586482548
6315611,"010100002040710000BA2DB0550FF4F3409383D5E1DBDB1B41",12150,0.1772428884026258,43110,0.6288840262582057,13290,0.1938730853391685,68550,0.834154337577767,0.9074675053279772,0.8469248706924375,0.07331316775021013,0.012770533114670468
6315615,"010100002040710000D61144792136F4409D87DF1261DA1B41",815,0.12065136935603257,4825,0.7142857142857143,1115,0.16506291635825315,6755,0.7216794658845649,0.776275159291864,0.776275159291864,0.054595693407299084,0.054595693407299084
