"geometry","osm_id","osm_centroid","children","children_perc","adults","adults_perc","elderly","elderly_perc","total_pop","age_entropy_index","wijk_age_entropy_index","buurt_age_entropy_index","abs_wijk_diff","abs_buurt_diff"
"POINT(5.008334502786853 52.111551465084666)",498359604,"01010000204071000008B0999B7281FF408BC8E4B799F71B41",0,0,0,0,0,0,0,0,0.8326848836378368,0,0.8326848836378368,0
"POINT(5.119514101444514 52.09492260397322)",2709755968,"010100002040710000E274ECB081AE0041FDBBE5A829DA1B41",25740,0.08320000000000000000,258390,0.83520000000000000000,25245,0.08160000000000000000,309375,0.5113425701815096,0.4575647146001562,0.4276112154107942,0.05377785558135345,0.08373135477071542
"POINT(5.020027201344707 52.095193803974105)",4060719738,"010100002040710000CD89A3A4EEB2FF402E8FB18C19DB1B41",0,0E-20,180,0.75000000000000000000,60,0.25000000000000000000,240,0.5118595071429148,0.8326848836378368,-0,0.32082537649492193,0.5118595071429148
"POINT(5.012725501337875 52.10617940398092)",5124173713,"010100002040710000DB8FEED90D94FF40D65044BA3CEE1B41",0,0,0,0,0,0,0,0,0.8326848836378368,0,0.8326848836378368,0
"POINT(5.086387405093552 52.0648880970196)",32512520,"010100002040710000AC0C6C9A22670041778424D816A61B41",0,0E-20,75,1.00000000000000000000,0,0E-20,75,-0,0.6884161193992822,-0,0.6884161193992822,0
"POINT(5.079441001405388 52.119379403988596)",759803369,"01010000204071000080641F7F0D590041E913704FD9041C41",0,0E-20,100,0.50000000000000000000,100,0.50000000000000000000,200,0.6309297535714574,0.7789330273197645,0.7298466991620975,0.14800327374830713,0.09891694559064013
"POINT(5.178798001503727 52.08860890396887)",3042024334,"0101000020407100000FF2429E652D0141A8E33595FACE1B41",0,0E-20,650,1.00000000000000000000,0,0E-20,650,-0,0.583678057436428,0.011468635625467653,0.583678057436428,0.011468635625467653
"POINT(5.020028301344706 52.09514890397408)",4060719736,"010100002040710000B23FED71EFB2FF406765EA9005DB1B41",0,0E-20,180,0.75000000000000000000,60,0.25000000000000000000,240,0.5118595071429148,0.8326848836378368,-0,0.32082537649492193,0.5118595071429148
"POINT(5.029662501354012 52.08712450396908)",5645761343,"0101000020407100001C80A925ECDBFF4056662F4405CD1B41",0,0,0,0,0,0,0,0,0.8326848836378368,0.4554859150035952,0.8326848836378368,0.4554859150035952
"POINT(5.139326601465284 52.11558240398579)",6294417527,"010100002040710000FBD6CEDC2DD900417814F2BC00FE1B41",150,0.18750000000000000000,550,0.68750000000000000000,100,0.12500000000000000000,800,0.7567751872715526,0.7789330273197645,0.8620485698650453,0.022157840048211974,0.10527338259349273
"POINT(5.139100701465053 52.11549490398574)",7711131086,"010100002040710000136C21D0B1D80041F79E3A02DAFD1B41",150,0.18750000000000000000,550,0.68750000000000000000,100,0.12500000000000000000,800,0.7567751872715526,0.7789330273197645,0.8620485698650453,0.022157840048211974,0.10527338259349273
"POINT(5.184456801509086 52.08105460396413)",7730509187,"0101000020407100008E32E58171390141A09EBB43D4C11B41",0,0E-20,9295,1.00000000000000000000,0,0E-20,9295,-0,0.583678057436428,0.011468635625467653,0.583678057436428,0.011468635625467653
"POINT(5.012493301337689 52.10723880398157)",8302457095,"010100002040710000649C610F1993FF40387E4A8614F01B41",0,0,0,0,0,0,0,0,0.8326848836378368,0,0.8326848836378368,0
"POINT(5.027501296297095 52.09953587988875)",535881,"0101000020407100007B69DB9717D3FF40580D34AA9BE21B41",11460,0.23994974874371859296,31980,0.66959798994974874372,4320,0.09045226130653266332,47760,0.7540404000574809,0.8326848836378368,-0,0.07864448358035592,0.7540404000574809
"POINT(5.111827191914366 52.07973841230299)",1015766,"0101000020407100007E045969D89D004168496D0DCCBF1B41",3780,0.18212478920741989882,15470,0.74536256323777403035,1505,0.07251264755480607083,20755,0.6549110346609348,0.6797254651134986,0.6458387784998807,0.024814430452563818,0.009072256161054115
"POINT(5.122420808253921 52.088073249832235)",3217163,"01010000204071000037E59FF3A4B40041AA3F018A3ECE1B41",10780,0.05606407322654462243,162030,0.84267734553775743707,19470,0.10125858123569794050,192280,0.48940582090604984,0.4575647146001562,0.48504419045088903,0.03184110630589365,0.004361630455160803
"POINT(5.120394511683148 52.087039214182994)",3243982,"010100002040710000F1A798904AB0004130E7F86374CC1B41",7535,0.04844413012729844413,131505,0.84547383309759547383,16500,0.10608203677510608204,155540,0.4793103241120729,0.4575647146001562,0.6469377313914519,0.02174560951191673,0.16762740727937903
"POINT(5.099742491530943 52.089474484622585)",4002474,"01010000204071000071D4B58217840041DB41AFC5C5D01B41",20405,0.12240184757505773672,133430,0.80039590894094358298,12870,0.07720224348399868030,166705,0.5762231188721455,0.6516983727453005,0.5643310546377929,0.07547525387315501,0.011892064234352628
"POINT(5.094609876657168 52.113705567714945)",4169901,"01010000204071000008D88B5070790041299DD311EBFA1B41",31785,0.14416273584905660377,169130,0.76709905660377358491,19565,0.08873820754716981132,220480,0.6349228166425191,0.6353627822465662,0.7122474523315927,0.00043996560404702123,0.07732463568907355
