"geometry","osm_id","osm_centroid","children","children_perc","adults","adults_perc","elderly","elderly_perc","total_pop","age_entropy_index","wijk_age_entropy_index","buurt_age_entropy_index","abs_wijk_diff","abs_buurt_diff"
"POINT(4.524372691867398 51.917733192276756)",576097149,"010100002040710000C3ACE4168059F7408ABEAEC91CAB1A41",0,0E-20,4680,1.00000000000000000000,0,0E-20,4680,-0,0.6985128187744609,0.7147072584791313,0.6985128187744609,0.7147072584791313
"POINT(4.525352891152785 51.91756771895103)",576097150,"0101000020407100001BB00C84B35DF740FBDD8DF3CFAA1A41",0,0E-20,4680,1.00000000000000000000,0,0E-20,4680,-0,0.6985128187744609,0.7147072584791313,0.6985128187744609,0.7147072584791313
"POINT(4.524647443858182 51.91746840210206)",576097151,"01010000204071000037D354EBA85AF7402B17D00EA6AA1A41",0,0E-20,4680,1.00000000000000000000,0,0E-20,4680,-0,0.6985128187744609,0.7147072584791313,0.6985128187744609,0.7147072584791313
"POINT(4.52667475247223 51.916141896539514)",576099839,"0101000020407100007638CC764463F740A292342551A81A41",0,0E-20,4480,1.00000000000000000000,0,0E-20,4480,-0,0.6985128187744609,0.7147072584791313,0.6985128187744609,0.7147072584791313
"POINT(4.47903770079282 51.920739603865115)",4354648890,"010100002040710000DFD2A83BD696F6401C9809A2EEB01A41",0,0,0,0,0,0,0,0,0.5971411262543447,0.5792599201986935,0.5971411262543447,0.5792599201986935
"POINT(4.48471240079808 51.91229620385982)",4834510889,"01010000204071000044A3F26281AEF640CC86A8DB2DA21A41",180,0.04800000000000000000,2850,0.76000000000000000000,720,0.19200000000000000000,3750,0.6109311871523221,0.5971411262543447,0.5515260471833874,0.013790060897977408,0.059405139968934706
"POINT(4.58107500089857 51.982881203904725)",4896156331,"0101000020407100006DDD28C15352F84008FEB70CA91B1B41",0,0,0,0,0,0,0,0,0.8325046158355297,0.7628504267484283,0.8325046158355297,0.7628504267484283
"POINT(4.469838200783074 51.91125840385909)",6052810772,"01010000204071000062EB0DF1736EF640DD4B9C4893A01A41",30,0.02272727272727272727,990,0.75000000000000000000,300,0.22727272727272727273,1320,0.581182438556362,0.5971411262543447,0.6085758142874714,0.0159586876979827,0.02739337573110945
"POINT(4.480430868081603 51.95724933940146)",277663919,"010100002040710000185FD181FE9FF64094917EC560F01A41",150,0.37500000000000000000,225,0.56250000000000000000,25,0.06250000000000000000,400,0.7871203566965331,0.8448689234021223,0.8636553929449232,0.057748566705589144,0.07653503624839009
"POINT(4.481178953719048 51.956698171237655)",964302455,"010100002040710000E74246F928A3F640D78718EF68EF1A41",150,0.37500000000000000000,225,0.56250000000000000000,25,0.06250000000000000000,400,0.7871203566965331,0.8448689234021223,0.8636553929449232,0.057748566705589144,0.07653503624839009
"POINT(4.488359000802279 51.922450003866274)",1949320123,"010100002040710000BEE2283C0FBFF640E05E41E1C7B31A41",2040,0.08500000000000000000,20490,0.85375000000000000000,1470,0.06125000000000000000,24000,0.46930532129326846,0.5971411262543447,0.5515260471833874,0.12783580496107622,0.08222072589011892
"POINT(4.482351400796102 51.91984450386458)",2610267993,"0101000020407100006800EE9101A5F64054AA8AF054AF1A41",330,0.05500000000000000000,5130,0.85500000000000000000,540,0.09000000000000000000,6000,0.4643834160477169,0.5971411262543447,0.5515260471833874,0.1327577102066278,0.0871426311356705
"POINT(4.527347000841183 51.91702760386307)",2802228766,"010100002040710000108947183B66F7403D325219D9A91A41",0,0E-20,4480,1.00000000000000000000,0,0E-20,4480,-0,0.6985128187744609,0.7147072584791313,0.6985128187744609,0.7147072584791313
"POINT(4.491589500803741 51.88834440384475)",3122506703,"0101000020407100002E5268B106CAF6401C2D5AE073781A41",400,0.16000000000000000000,1650,0.66000000000000000000,450,0.18000000000000000000,2500,0.797476009787881,0.7286446509088582,0.6928109619277749,0.06883135887902281,0.10466504786010611
"POINT(4.477390700791259 51.922520303866236)",3129239531,"0101000020407100005AEEAC2AE98FF64011B5F8B60CB41A41",240,0.04000000000000000000,5010,0.83500000000000000000,750,0.12500000000000000000,6000,0.4908514122467061,0.5971411262543447,0.5792599201986935,0.10628971400763859,0.08840850795198746
"POINT(4.47894360079277 51.92160310386568)",4471887749,"010100002040710000C63A11DF8196F64033E017376FB21A41",0,0E-20,1890,0.90000000000000000000,210,0.10000000000000000000,2100,0.2959032742893846,0.5971411262543447,0.5792599201986935,0.30123785196496006,0.2833566459093089
"POINT(4.485202500798585 51.91253850385998)",4755283864,"0101000020407100005A2BF442A2B0F640CEC2EC0198A21A41",180,0.04800000000000000000,2850,0.76000000000000000000,720,0.19200000000000000000,3750,0.6109311871523221,0.5971411262543447,0.5515260471833874,0.013790060897977408,0.059405139968934706
"POINT(4.48478750079817 51.91256900386)",4755288529,"010100002040710000AC54AE16DAAEF6400FEF6BFFA6A21A41",180,0.04800000000000000000,2850,0.76000000000000000000,720,0.19200000000000000000,3750,0.6109311871523221,0.5971411262543447,0.5515260471833874,0.013790060897977408,0.059405139968934706
"POINT(4.487574600800126 51.89640460384979)",4864172789,"010100002040710000C3367D1E72B9F640B62A3D5184861A41",0,0E-20,200,1.00000000000000000000,0,0E-20,200,-0,0.7286446509088582,0.628461771699066,0.7286446509088582,0.628461771699066
"POINT(4.47901880079281 51.920889403865225)",6856213458,"010100002040710000956652C3C496F640750CF15B31B11A41",0,0,0,0,0,0,0,0,0.5971411262543447,0.5792599201986935,0.5971411262543447,0.5792599201986935
