"geometry","osm_id","osm_centroid","children","children_perc","adults","adults_perc","elderly","elderly_perc","total_pop","age_entropy_index"
"POINT(88530.07159229733 436870.50155168504)",1022941,"010100002040710000FBF63D25219DF540D2C396011AAA1A41",1720,0.16195856873822975518,7820,0.73634651600753295669,1080,0.10169491525423728814,10620,0.6850878192535725
"POINT(90754.24395796692 438465.40230236656)",1104169,"010100002040710000187840E72328F640CE26F59B05C31A41",340,0.09090909090909090909,3080,0.82352941176470588235,320,0.08556149732620320856,3740,0.5354375853660749
"POINT(95416.21014655614 431605.97375583206)",1146360,"010100002040710000A0A2C25C834BF740B43F20E5D7571A41",1000,0.19920318725099601594,3455,0.68824701195219123506,565,0.11254980079681274900,5020,0.7503865080995555
"POINT(91739.83835036923 434694.9837589381)",1243084,"010100002040710000A713E269BD65F640C9805EEF1B881A41",1600,0.16824395373291272345,7030,0.73922187171398527865,880,0.09253417455310199790,9510,0.6767418351460799
"POINT(89491.97155633711 437274.3143733913)",1250441,"01010000204071000062A87E8B3FD9F5402919EB4169B01A41",2780,0.19106529209621993127,10395,0.71443298969072164948,1375,0.09450171821305841924,14550,0.7094604059781147
"POINT(91988.85731660866 434229.3038718568)",1525294,"010100002040710000C89E91B74D75F6401D2F2A37D5801A41",3635,0.17186761229314420804,15815,0.74775413711583924350,1700,0.08037825059101654846,21150,0.6577904039084332
"POINT(90302.65918309888 435639.947818216)",1752180,"010100002040710000BC93038CEA0BF640C1DB90CADF961A41",3655,0.17346938775510204082,15215,0.72211675367821547224,2200,0.10441385856668248695,21070,0.7053316995896941
"POINT(90479.81811999185 436402.7310545844)",1757324,"01010000204071000013FD0417FD16F640AE9299ECCAA21A41",5930,0.15611425562722127155,28270,0.74424114782150849019,3785,0.09964459655127023825,37985,0.673182639006956
"POINT(93039.8256214987 437429.33377579594)",1813514,"0101000020407100007DE3BE35FDB6F6407F52C955D5B21A41",1450,0.07418777180864671271,15735,0.80506523407521105142,2360,0.12074699411614223587,19545,0.5669006109162932
"POINT(89409.86836869495 436858.6903438743)",2776068,"0101000020407100009B92D6E41DD4F5402C81E9C2EAA91A41",4150,0.17926565874730021598,16630,0.71835853131749460043,2370,0.10237580993520518359,23150,0.7091544640308611
"POINT(92705.34342886593 438711.9585507903)",3078200,"0101000020407100003B44AF7E15A2F640A0568ED5DFC61A41",5340,0.14964270701975620008,26265,0.73602353930222782682,4080,0.11433375367801597310,35685,0.689762203346393
"POINT(92861.699256902 438649.6778008699)",3078201,"01010000204071000059012830DBABF640666E11B6E6C51A41",5275,0.15022070340310408657,25700,0.73188096255161611847,4140,0.11789833404527979496,35115,0.6965805424784308
"POINT(92410.04554989365 433343.9821899105)",3649354,"010100002040710000798692BAA08FF6402031C3EDFF721A41",1910,0.15687885010266940452,9060,0.74414784394250513347,1205,0.09897330595482546201,12175,0.6730371677341842
"POINT(91407.85994220815 432409.51294440124)",3650262,"010100002040710000C7C252C2FD50F640104C410D66641A41",1950,0.18950437317784256560,6780,0.65889212827988338192,1560,0.15160349854227405248,10290,0.7974565729905359
"POINT(95036.92157252712 432454.5914104334)",3653073,"0101000020407100008ED5C2BECE33F74058B29A5D1A651A41",1520,0.15177234148776834748,6415,0.64053919121318022966,2080,0.20768846729905142287,10015,0.8173036516421598
"POINT(97642.48931498558 432294.2095809631)",3653658,"01010000204071000048F33BD4A7D6F7405A649CD698621A41",1090,0.18793103448275862069,3850,0.66379310344827586207,860,0.14827586206896551724,5800,0.7911655441358519
"POINT(92275.6787186793 437337.5602160719)",4624501,"0101000020407100002C1E08DC3A87F6402E48A93D66B11A41",1705,0.09600225225225225225,13840,0.77927927927927927928,2215,0.12471846846846846847,17760,0.6179953276680001
"POINT(92313.93060072562 437224.1132172459)",4624505,"0101000020407100002396BDE39E89F640C238EF73A0AF1A41",2095,0.09505444646098003630,17195,0.78017241379310344828,2750,0.12477313974591651543,22040,0.6162752064436847
"POINT(93511.75951827347 438734.4949262322)",4647769,"01010000204071000014A2FC267CD4F64035F1CDFA39C71A41",4330,0.17583756345177664975,17205,0.69868020304568527919,3090,0.12548223350253807107,24625,0.7433104475807457
